method,round,accuracy,balanced_accuracy,f1_score,precision,recall,auc_roc,round_duration,agg_client_count,selected_client_count,participation_policy,dp_noise_scale,zkip_failures,ebcd_alert,tcm_state_count
dp_rtfl,1,0.4076063829787234,0.4076063829787233,0.38550709063655975,0.5027261897902119,0.4076063829787233,0.9322139454209063,93.64721417427063,17,17,all,0.012706065800842018,0,0,1
dp_rtfl,2,0.42627659574468085,0.4262765957446807,0.41263375602541363,0.5145271073035194,0.4262765957446807,0.9361636389916743,81.84876132011414,15,15,all,0.012686338984818985,0,0,2
dp_rtfl,3,0.420531914893617,0.42053191489361696,0.4002743437232536,0.5119241400106139,0.42053191489361696,0.9369439552497685,84.05741381645203,16,16,all,0.012939947657050886,0,0,3
dp_rtfl,4,0.43361702127659574,0.43361702127659574,0.41748259197948445,0.5289690600609611,0.43361702127659574,0.9373403995143388,83.10702776908875,15,15,all,0.012635318189244236,0,0,4
dp_rtfl,5,0.4378723404255319,0.43787234042553186,0.4208809840817938,0.532534496808966,0.43787234042553186,0.9376975630203515,91.08232426643372,17,17,all,0.012858381525705398,0,0,5
dp_rtfl,6,0.44101063829787235,0.44101063829787235,0.42379778553636804,0.5321401785841172,0.44101063829787235,0.9378928422756707,101.77363395690918,19,19,all,0.012758736281902282,0,0,6
dp_rtfl,7,0.44420212765957445,0.4442021276595744,0.4270985733747418,0.529376910373304,0.4442021276595744,0.9382566951896393,92.83408665657043,18,18,all,0.012892405082507875,0,0,7
dp_rtfl,8,0.44117021276595747,0.44117021276595736,0.424797279784834,0.5285524467292743,0.44117021276595736,0.9382672294172064,78.24550938606262,15,15,all,0.012885241626702048,0,0,8
dp_rtfl,9,0.4443617021276596,0.4443617021276595,0.42737758770862844,0.53747860072166,0.4443617021276595,0.9384787754394079,101.58866572380066,19,19,all,0.012775064249095181,0,0,9
dp_rtfl,10,0.4441489361702128,0.44414893617021267,0.4276295006536258,0.5332304115851837,0.44414893617021267,0.9386375086725255,96.66811680793762,18,18,all,0.012800458598873368,0,0,10
dp_rtfl,11,0.4434574468085106,0.44345744680851057,0.4254860315553398,0.5317698921568476,0.44345744680851057,0.9388028879509712,86.03590059280396,16,16,all,0.012756773841806929,0,0,11
dp_rtfl,12,0.44377659574468087,0.4437765957446808,0.4259261280725899,0.5385433151027658,0.4437765957446808,0.9390647375115635,91.65423703193665,17,17,all,0.012780011167524969,0,0,12
dp_rtfl,13,0.4487765957446809,0.4487765957446809,0.4309721838554145,0.5428595235514811,0.4487765957446809,0.9389777173913043,72.91583061218262,14,14,all,0.01297267655208889,0,0,13
dp_rtfl,14,0.45053191489361705,0.45053191489361705,0.43431143979214915,0.5431087106462259,0.45053191489361705,0.9390555908880666,74.72413635253906,14,14,all,0.012744015875532396,0,0,14
dp_rtfl,15,0.4522340425531915,0.4522340425531914,0.43542462443381047,0.5424043433731601,0.4522340425531914,0.9392080336493988,90.08478546142578,17,17,all,0.012891355204108843,0,0,15
dp_rtfl,16,0.45345744680851063,0.45345744680851047,0.43643887751452576,0.5411804737123855,0.45345744680851047,0.9393271536771508,99.04067015647888,18,18,all,0.012654457617978957,0,0,16
dp_rtfl,17,0.45430851063829786,0.45430851063829786,0.43730391002265934,0.544503797841448,0.45430851063829786,0.9394389136216467,90.80885171890259,17,17,all,0.012858049686385957,0,0,17
dp_rtfl,18,0.4549468085106383,0.4549468085106383,0.4388838233547476,0.546782974104513,0.4549468085106383,0.9394916339037929,80.58761358261108,15,15,all,0.012719456089863527,0,0,18
dp_rtfl,19,0.45797872340425533,0.4579787234042554,0.4415497189487968,0.5463397277734614,0.4579787234042554,0.9396337245605921,92.58209729194641,17,17,all,0.01270142044929536,0,0,19
dp_rtfl,20,0.4589893617021277,0.4589893617021276,0.442635350373224,0.5455624299848086,0.4589893617021276,0.9397102191258095,106.99988746643066,20,20,all,0.01276071355172742,0,0,20
dp_rtfl,21,0.46117021276595743,0.4611702127659574,0.4442454792599553,0.5462654026939975,0.4611702127659574,0.9398136418825161,85.55367684364319,16,16,all,0.012776049208132375,0,0,21
dp_rtfl,22,0.4621808510638298,0.4621808510638298,0.44513133299821167,0.5469071986811029,0.4621808510638298,0.9399164199814987,80.64885401725769,15,15,all,0.012764681113990733,0,0,22
dp_rtfl,23,0.4640957446808511,0.46409574468085096,0.4468371563470318,0.5488275137845817,0.46409574468085096,0.9400227335800185,83.05605673789978,16,16,all,0.012831236045659555,0,0,23
dp_rtfl,24,0.46585106382978725,0.46585106382978725,0.4488684960405266,0.549643251891651,0.46585106382978725,0.9401302960222018,93.4698646068573,17,17,all,0.01255108070865861,0,0,24
dp_rtfl,25,0.468031914893617,0.468031914893617,0.45131515477015133,0.5505401290906726,0.468031914893617,0.9402468229648474,90.02872920036316,17,17,all,0.012880026850872923,0,0,25
dp_rtfl,26,0.4692021276595745,0.46920212765957436,0.45205466084586715,0.5492657834109178,0.46920212765957436,0.9403131822386679,101.26827001571655,19,19,all,0.012831768421090762,0,0,26
dp_rtfl,27,0.47127659574468084,0.47127659574468084,0.45356390694489923,0.5484282783991205,0.47127659574468084,0.940383582909343,87.50659561157227,16,16,all,0.012554974728506467,0,0,27
dp_rtfl,28,0.47191489361702127,0.4719148936170212,0.4543754455086741,0.550854026679889,0.4719148936170212,0.9404862713922295,97.03342509269714,18,18,all,0.012782241144907214,0,0,28
dp_rtfl,29,0.4726595744680851,0.47265957446808515,0.45525111115542427,0.549384495997533,0.47265957446808515,0.940546689986124,98.5438117980957,18,18,all,0.012581550412376071,0,0,29
dp_rtfl,30,0.4743085106382979,0.4743085106382979,0.45690605969195563,0.5508548630540888,0.4743085106382979,0.9406280556197966,101.20857906341553,19,19,all,0.012758736281902282,0,0,30
dp_rtfl,31,0.4752659574468085,0.4752659574468085,0.4574162682435136,0.5475365862752373,0.4752659574468085,0.9407045559666977,89.82138848304749,17,17,all,0.012758230829895682,0,0,31
dp_rtfl,32,0.4771808510638298,0.47718085106382985,0.4593313063210946,0.5456678952882204,0.47718085106382985,0.9407723895698427,90.81204795837402,17,17,all,0.01274170410783374,0,0,32
dp_rtfl,33,0.47797872340425535,0.4779787234042553,0.46050085031106563,0.5486789443043123,0.4779787234042553,0.940823048681776,79.44457006454468,15,15,all,0.01291712038408016,0,0,33
dp_rtfl,34,0.4787234042553192,0.47872340425531906,0.46122884118323837,0.5482909202794638,0.47872340425531906,0.9409080423219243,93.06649732589722,18,18,all,0.01294112768871742,0,0,34
dp_rtfl,35,0.479468085106383,0.479468085106383,0.46198261175954175,0.5494239334430918,0.479468085106383,0.9410366732192413,94.23373031616211,17,17,all,0.012566578755525271,0,0,35
dp_rtfl,36,0.48069148936170214,0.48069148936170225,0.4630670022962213,0.5487476087394824,0.48069148936170225,0.9411201058048105,93.92380475997925,17,17,all,0.012536546065449789,0,0,36
dp_rtfl,37,0.48308510638297875,0.48308510638297864,0.4653134388608691,0.5509677474617151,0.48308510638297864,0.9411573832099908,97.00026941299438,18,18,all,0.012753662624577198,0,0,37
dp_rtfl,38,0.48398936170212764,0.4839893617021277,0.4660750935368547,0.5498624965990626,0.4839893617021277,0.9412388240055505,88.0270447731018,17,17,all,0.01289966393578522,0,0,38
dp_rtfl,39,0.4845744680851064,0.48457446808510635,0.4662982310955729,0.5483225945977146,0.48457446808510635,0.9413420068223868,88.04002261161804,16,16,all,0.01260032794205022,0,0,39
dp_rtfl,40,0.48521276595744683,0.4852127659574469,0.4669954840666267,0.5490311107284634,0.4852127659574469,0.9413961754162811,91.97132229804993,17,17,all,0.012631233682979073,0,0,40
dp_rtfl,41,0.48569148936170214,0.4856914893617022,0.46705392838682813,0.5477588374324902,0.4856914893617022,0.9414553336031452,97.22018337249756,18,18,all,0.012765356751009399,0,0,41
dp_rtfl,42,0.48595744680851066,0.48595744680851066,0.4672805130425494,0.549252654441119,0.48595744680851066,0.9414927873496766,92.11707639694214,17,17,all,0.012694404479734174,0,0,42
dp_rtfl,43,0.4872872340425532,0.4872872340425532,0.468566721402747,0.5486720986740947,0.4872872340425532,0.9415591061517113,97.88976073265076,18,18,all,0.012666895793317694,0,0,43
dp_rtfl,44,0.48851063829787233,0.48851063829787233,0.46932136342247077,0.550035845788305,0.48851063829787233,0.9415915153792783,91.39318490028381,17,17,all,0.01262107767205246,0,0,44
dp_rtfl,45,0.49122340425531913,0.4912234042553192,0.47206213352583853,0.5508383370227649,0.4912234042553192,0.9416708400786311,88.25616550445557,16,16,all,0.012567325241450033,0,0,45
dp_rtfl,46,0.49281914893617024,0.49281914893617024,0.4736472477517788,0.5523436381288154,0.49281914893617024,0.9417452040934319,77.57834196090698,15,15,all,0.012998194208574421,0,0,46
dp_rtfl,47,0.49356382978723407,0.4935638297872339,0.4741752169884354,0.5527289388318721,0.4935638297872339,0.941764248959297,101.93594574928284,19,19,all,0.012757494225752598,0,0,47
dp_rtfl,48,0.4947340425531915,0.4947340425531916,0.47487136249300543,0.551689601752108,0.4947340425531916,0.9417933568455135,94.34696364402771,18,18,all,0.012818908624354782,0,0,48
dp_rtfl,49,0.49446808510638296,0.494468085106383,0.4744454078200354,0.5509838284998716,0.494468085106383,0.9418265494912119,84.63632082939148,16,16,all,0.012744365755485841,0,0,49
dp_rtfl,50,0.4953723404255319,0.4953723404255319,0.47505571264946556,0.5505947007030301,0.4953723404255319,0.9418744594125807,99.78657364845276,19,19,all,0.012831968928097657,0,0,50
